Alter in 5-Jahresgruppen <20>,Jahr,Politischer Bezirk / Wiener Gemeindebezirk - Herkunftsort,Politischer Bezirk / Wiener Gemeindebezirk - Zielort,Anzahl,Anmerkungen
50 bis 54 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 8.Bezirk, Josefstadt <908>",5
50 bis 54 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 9.Bezirk, Alsergrund <909>",3
50 bis 54 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 10.Bezirk, Favoriten <910>",3
50 bis 54 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 11.Bezirk, Simmering <911>",3
50 bis 54 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 12.Bezirk, Meidling <912>",3
50 bis 54 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 13.Bezirk, Hietzing <913>",5
50 bis 54 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 14.Bezirk, Penzing <914>",3
50 bis 54 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",7
50 bis 54 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 16.Bezirk, Ottakring <916>",3
50 bis 54 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 17.Bezirk, Hernals <917>",3
50 bis 54 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 18.Bezirk, Währing <918>",3
50 bis 54 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 19.Bezirk, Döbling <919>",3
50 bis 54 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 20.Bezirk, Brigittenau <920>",3
50 bis 54 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 21.Bezirk, Floridsdorf <921>",7
50 bis 54 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 22.Bezirk, Donaustadt <922>",3
50 bis 54 Jahre,2025,"Wien 7.Bezirk, Neubau <907>","Wien 23.Bezirk, Liesing <923>",1
50 bis 54 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 1.Bezirk, Innere Stadt <901>",2
50 bis 54 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 2.Bezirk, Leopoldstadt <902>",5
50 bis 54 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 3.Bezirk, Landstraße <903>",6
50 bis 54 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 4.Bezirk, Wieden <904>",4
50 bis 54 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 5.Bezirk, Margareten <905>",2
50 bis 54 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 6.Bezirk, Mariahilf <906>",-
50 bis 54 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 7.Bezirk, Neubau <907>",5
50 bis 54 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 8.Bezirk, Josefstadt <908>",15
50 bis 54 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 9.Bezirk, Alsergrund <909>",7
50 bis 54 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 10.Bezirk, Favoriten <910>",7
50 bis 54 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 11.Bezirk, Simmering <911>",4
50 bis 54 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 12.Bezirk, Meidling <912>",4
50 bis 54 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 13.Bezirk, Hietzing <913>",2
50 bis 54 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 14.Bezirk, Penzing <914>",1
50 bis 54 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",6
50 bis 54 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 16.Bezirk, Ottakring <916>",3
50 bis 54 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 17.Bezirk, Hernals <917>",5
50 bis 54 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 18.Bezirk, Währing <918>",3
50 bis 54 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 19.Bezirk, Döbling <919>",2
50 bis 54 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 20.Bezirk, Brigittenau <920>",3
50 bis 54 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 21.Bezirk, Floridsdorf <921>",4
50 bis 54 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 22.Bezirk, Donaustadt <922>",7
50 bis 54 Jahre,2025,"Wien 8.Bezirk, Josefstadt <908>","Wien 23.Bezirk, Liesing <923>",3
50 bis 54 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 1.Bezirk, Innere Stadt <901>",4
50 bis 54 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 2.Bezirk, Leopoldstadt <902>",7
50 bis 54 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 3.Bezirk, Landstraße <903>",12
50 bis 54 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 4.Bezirk, Wieden <904>",4
50 bis 54 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 5.Bezirk, Margareten <905>",5
50 bis 54 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 6.Bezirk, Mariahilf <906>",5
50 bis 54 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 7.Bezirk, Neubau <907>",5
50 bis 54 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 8.Bezirk, Josefstadt <908>",8
50 bis 54 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 9.Bezirk, Alsergrund <909>",24
50 bis 54 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 10.Bezirk, Favoriten <910>",10
50 bis 54 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 11.Bezirk, Simmering <911>",2
50 bis 54 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 12.Bezirk, Meidling <912>",7
50 bis 54 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 13.Bezirk, Hietzing <913>",4
50 bis 54 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 14.Bezirk, Penzing <914>",2
50 bis 54 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",4
50 bis 54 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 16.Bezirk, Ottakring <916>",7
50 bis 54 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 17.Bezirk, Hernals <917>",6
50 bis 54 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 18.Bezirk, Währing <918>",8
50 bis 54 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 19.Bezirk, Döbling <919>",11
50 bis 54 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 20.Bezirk, Brigittenau <920>",8
50 bis 54 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 21.Bezirk, Floridsdorf <921>",16
50 bis 54 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 22.Bezirk, Donaustadt <922>",5
50 bis 54 Jahre,2025,"Wien 9.Bezirk, Alsergrund <909>","Wien 23.Bezirk, Liesing <923>",2
50 bis 54 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 1.Bezirk, Innere Stadt <901>",4
50 bis 54 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 2.Bezirk, Leopoldstadt <902>",20
50 bis 54 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 3.Bezirk, Landstraße <903>",38
50 bis 54 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 4.Bezirk, Wieden <904>",23
50 bis 54 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 5.Bezirk, Margareten <905>",20
50 bis 54 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 6.Bezirk, Mariahilf <906>",8
50 bis 54 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 7.Bezirk, Neubau <907>",8
50 bis 54 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 8.Bezirk, Josefstadt <908>",3
50 bis 54 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 9.Bezirk, Alsergrund <909>",3
50 bis 54 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 10.Bezirk, Favoriten <910>",328
50 bis 54 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 11.Bezirk, Simmering <911>",56
50 bis 54 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 12.Bezirk, Meidling <912>",43
50 bis 54 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 13.Bezirk, Hietzing <913>",11
50 bis 54 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 14.Bezirk, Penzing <914>",24
50 bis 54 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",15
50 bis 54 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 16.Bezirk, Ottakring <916>",31
50 bis 54 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 17.Bezirk, Hernals <917>",5
50 bis 54 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 18.Bezirk, Währing <918>",7
50 bis 54 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 19.Bezirk, Döbling <919>",14
50 bis 54 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 20.Bezirk, Brigittenau <920>",21
50 bis 54 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 21.Bezirk, Floridsdorf <921>",25
50 bis 54 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 22.Bezirk, Donaustadt <922>",58
50 bis 54 Jahre,2025,"Wien 10.Bezirk, Favoriten <910>","Wien 23.Bezirk, Liesing <923>",36
50 bis 54 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 1.Bezirk, Innere Stadt <901>",1
50 bis 54 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 2.Bezirk, Leopoldstadt <902>",8
50 bis 54 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 3.Bezirk, Landstraße <903>",22
50 bis 54 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 4.Bezirk, Wieden <904>",10
50 bis 54 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 5.Bezirk, Margareten <905>",2
50 bis 54 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 6.Bezirk, Mariahilf <906>",4
50 bis 54 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 7.Bezirk, Neubau <907>",1
50 bis 54 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 8.Bezirk, Josefstadt <908>",1
50 bis 54 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 9.Bezirk, Alsergrund <909>",3
50 bis 54 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 10.Bezirk, Favoriten <910>",51
50 bis 54 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 11.Bezirk, Simmering <911>",85
50 bis 54 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 12.Bezirk, Meidling <912>",8
50 bis 54 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 13.Bezirk, Hietzing <913>",5
50 bis 54 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 14.Bezirk, Penzing <914>",5
50 bis 54 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",8
50 bis 54 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 16.Bezirk, Ottakring <916>",10
50 bis 54 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 17.Bezirk, Hernals <917>",3
50 bis 54 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 18.Bezirk, Währing <918>",-
50 bis 54 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 19.Bezirk, Döbling <919>",3
50 bis 54 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 20.Bezirk, Brigittenau <920>",8
50 bis 54 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 21.Bezirk, Floridsdorf <921>",19
50 bis 54 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 22.Bezirk, Donaustadt <922>",16
50 bis 54 Jahre,2025,"Wien 11.Bezirk, Simmering <911>","Wien 23.Bezirk, Liesing <923>",14
50 bis 54 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 1.Bezirk, Innere Stadt <901>",1
50 bis 54 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 2.Bezirk, Leopoldstadt <902>",14
50 bis 54 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 3.Bezirk, Landstraße <903>",11
50 bis 54 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 4.Bezirk, Wieden <904>",11
50 bis 54 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 5.Bezirk, Margareten <905>",12
50 bis 54 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 6.Bezirk, Mariahilf <906>",5
50 bis 54 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 7.Bezirk, Neubau <907>",3
50 bis 54 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 8.Bezirk, Josefstadt <908>",5
50 bis 54 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 9.Bezirk, Alsergrund <909>",2
50 bis 54 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 10.Bezirk, Favoriten <910>",48
50 bis 54 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 11.Bezirk, Simmering <911>",6
50 bis 54 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 12.Bezirk, Meidling <912>",81
50 bis 54 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 13.Bezirk, Hietzing <913>",10
50 bis 54 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 14.Bezirk, Penzing <914>",15
50 bis 54 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",16
50 bis 54 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 16.Bezirk, Ottakring <916>",18
50 bis 54 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 17.Bezirk, Hernals <917>",9
50 bis 54 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 18.Bezirk, Währing <918>",2
50 bis 54 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 19.Bezirk, Döbling <919>",5
50 bis 54 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 20.Bezirk, Brigittenau <920>",5
50 bis 54 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 21.Bezirk, Floridsdorf <921>",21
50 bis 54 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 22.Bezirk, Donaustadt <922>",20
50 bis 54 Jahre,2025,"Wien 12.Bezirk, Meidling <912>","Wien 23.Bezirk, Liesing <923>",28
50 bis 54 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 1.Bezirk, Innere Stadt <901>",1
50 bis 54 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 2.Bezirk, Leopoldstadt <902>",5
50 bis 54 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 3.Bezirk, Landstraße <903>",9
50 bis 54 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 4.Bezirk, Wieden <904>",2
50 bis 54 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 5.Bezirk, Margareten <905>",-
50 bis 54 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 6.Bezirk, Mariahilf <906>",4
50 bis 54 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 7.Bezirk, Neubau <907>",-
50 bis 54 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 8.Bezirk, Josefstadt <908>",2
50 bis 54 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 9.Bezirk, Alsergrund <909>",3
50 bis 54 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 10.Bezirk, Favoriten <910>",9
50 bis 54 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 11.Bezirk, Simmering <911>",3
50 bis 54 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 12.Bezirk, Meidling <912>",9
50 bis 54 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 13.Bezirk, Hietzing <913>",69
50 bis 54 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 14.Bezirk, Penzing <914>",18
50 bis 54 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",7
50 bis 54 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 16.Bezirk, Ottakring <916>",3
50 bis 54 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 17.Bezirk, Hernals <917>",6
50 bis 54 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 18.Bezirk, Währing <918>",3
50 bis 54 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 19.Bezirk, Döbling <919>",6
50 bis 54 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 20.Bezirk, Brigittenau <920>",2
50 bis 54 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 21.Bezirk, Floridsdorf <921>",4
50 bis 54 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 22.Bezirk, Donaustadt <922>",5
50 bis 54 Jahre,2025,"Wien 13.Bezirk, Hietzing <913>","Wien 23.Bezirk, Liesing <923>",18
50 bis 54 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 1.Bezirk, Innere Stadt <901>",1
50 bis 54 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 2.Bezirk, Leopoldstadt <902>",11
50 bis 54 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 3.Bezirk, Landstraße <903>",5
50 bis 54 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 4.Bezirk, Wieden <904>",5
50 bis 54 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 5.Bezirk, Margareten <905>",8
50 bis 54 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 6.Bezirk, Mariahilf <906>",4
50 bis 54 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 7.Bezirk, Neubau <907>",2
50 bis 54 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 8.Bezirk, Josefstadt <908>",2
50 bis 54 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 9.Bezirk, Alsergrund <909>",2
50 bis 54 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 10.Bezirk, Favoriten <910>",23
50 bis 54 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 11.Bezirk, Simmering <911>",7
50 bis 54 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 12.Bezirk, Meidling <912>",23
50 bis 54 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 13.Bezirk, Hietzing <913>",15
50 bis 54 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 14.Bezirk, Penzing <914>",68
50 bis 54 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",16
50 bis 54 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 16.Bezirk, Ottakring <916>",31
50 bis 54 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 17.Bezirk, Hernals <917>",3
50 bis 54 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 18.Bezirk, Währing <918>",7
50 bis 54 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 19.Bezirk, Döbling <919>",11
50 bis 54 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 20.Bezirk, Brigittenau <920>",6
50 bis 54 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 21.Bezirk, Floridsdorf <921>",12
50 bis 54 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 22.Bezirk, Donaustadt <922>",15
50 bis 54 Jahre,2025,"Wien 14.Bezirk, Penzing <914>","Wien 23.Bezirk, Liesing <923>",10
50 bis 54 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 1.Bezirk, Innere Stadt <901>",-
50 bis 54 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 2.Bezirk, Leopoldstadt <902>",10
50 bis 54 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 3.Bezirk, Landstraße <903>",16
50 bis 54 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 4.Bezirk, Wieden <904>",6
50 bis 54 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 5.Bezirk, Margareten <905>",10
50 bis 54 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 6.Bezirk, Mariahilf <906>",9
50 bis 54 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 7.Bezirk, Neubau <907>",7
50 bis 54 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 8.Bezirk, Josefstadt <908>",4
50 bis 54 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 9.Bezirk, Alsergrund <909>",7
50 bis 54 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 10.Bezirk, Favoriten <910>",36
50 bis 54 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 11.Bezirk, Simmering <911>",5
50 bis 54 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 12.Bezirk, Meidling <912>",19
50 bis 54 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 13.Bezirk, Hietzing <913>",2
50 bis 54 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 14.Bezirk, Penzing <914>",21
50 bis 54 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",43
50 bis 54 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 16.Bezirk, Ottakring <916>",27
50 bis 54 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 17.Bezirk, Hernals <917>",15
50 bis 54 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 18.Bezirk, Währing <918>",6
50 bis 54 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 19.Bezirk, Döbling <919>",6
50 bis 54 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 20.Bezirk, Brigittenau <920>",12
50 bis 54 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 21.Bezirk, Floridsdorf <921>",14
50 bis 54 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 22.Bezirk, Donaustadt <922>",21
50 bis 54 Jahre,2025,"Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>","Wien 23.Bezirk, Liesing <923>",16
50 bis 54 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 1.Bezirk, Innere Stadt <901>",3
50 bis 54 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 2.Bezirk, Leopoldstadt <902>",14
50 bis 54 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 3.Bezirk, Landstraße <903>",15
50 bis 54 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 4.Bezirk, Wieden <904>",8
50 bis 54 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 5.Bezirk, Margareten <905>",12
50 bis 54 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 6.Bezirk, Mariahilf <906>",3
50 bis 54 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 7.Bezirk, Neubau <907>",6
50 bis 54 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 8.Bezirk, Josefstadt <908>",5
50 bis 54 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 9.Bezirk, Alsergrund <909>",8
50 bis 54 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 10.Bezirk, Favoriten <910>",34
50 bis 54 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 11.Bezirk, Simmering <911>",9
50 bis 54 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 12.Bezirk, Meidling <912>",19
50 bis 54 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 13.Bezirk, Hietzing <913>",16
50 bis 54 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 14.Bezirk, Penzing <914>",38
50 bis 54 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",31
50 bis 54 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 16.Bezirk, Ottakring <916>",91
50 bis 54 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 17.Bezirk, Hernals <917>",21
50 bis 54 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 18.Bezirk, Währing <918>",8
50 bis 54 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 19.Bezirk, Döbling <919>",13
50 bis 54 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 20.Bezirk, Brigittenau <920>",23
50 bis 54 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 21.Bezirk, Floridsdorf <921>",22
50 bis 54 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 22.Bezirk, Donaustadt <922>",28
50 bis 54 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 23.Bezirk, Liesing <923>",12
50 bis 54 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 1.Bezirk, Innere Stadt <901>",1
50 bis 54 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 2.Bezirk, Leopoldstadt <902>",7
50 bis 54 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 3.Bezirk, Landstraße <903>",4
