Alter in 5-Jahresgruppen <20>,Jahr,Politischer Bezirk / Wiener Gemeindebezirk - Herkunftsort,Politischer Bezirk / Wiener Gemeindebezirk - Zielort,Anzahl,Anmerkungen
80 bis 84 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 9.Bezirk, Alsergrund <909>",3
80 bis 84 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 10.Bezirk, Favoriten <910>",3
80 bis 84 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 11.Bezirk, Simmering <911>",1
80 bis 84 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 12.Bezirk, Meidling <912>",3
80 bis 84 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 13.Bezirk, Hietzing <913>",2
80 bis 84 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 14.Bezirk, Penzing <914>",7
80 bis 84 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",10
80 bis 84 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 16.Bezirk, Ottakring <916>",22
80 bis 84 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 17.Bezirk, Hernals <917>",6
80 bis 84 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 18.Bezirk, Währing <918>",8
80 bis 84 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 19.Bezirk, Döbling <919>",5
80 bis 84 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 20.Bezirk, Brigittenau <920>",1
80 bis 84 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 21.Bezirk, Floridsdorf <921>",1
80 bis 84 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 22.Bezirk, Donaustadt <922>",3
80 bis 84 Jahre,2025,"Wien 16.Bezirk, Ottakring <916>","Wien 23.Bezirk, Liesing <923>",4
80 bis 84 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 1.Bezirk, Innere Stadt <901>",-
80 bis 84 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 2.Bezirk, Leopoldstadt <902>",3
80 bis 84 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 3.Bezirk, Landstraße <903>",-
80 bis 84 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 4.Bezirk, Wieden <904>",-
80 bis 84 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 5.Bezirk, Margareten <905>",-
80 bis 84 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 6.Bezirk, Mariahilf <906>",-
80 bis 84 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 7.Bezirk, Neubau <907>",-
80 bis 84 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 8.Bezirk, Josefstadt <908>",-
80 bis 84 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 9.Bezirk, Alsergrund <909>",1
80 bis 84 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 10.Bezirk, Favoriten <910>",5
80 bis 84 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 11.Bezirk, Simmering <911>",1
80 bis 84 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 12.Bezirk, Meidling <912>",1
80 bis 84 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 13.Bezirk, Hietzing <913>",3
80 bis 84 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 14.Bezirk, Penzing <914>",4
80 bis 84 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",3
80 bis 84 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 16.Bezirk, Ottakring <916>",1
80 bis 84 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 17.Bezirk, Hernals <917>",8
80 bis 84 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 18.Bezirk, Währing <918>",3
80 bis 84 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 19.Bezirk, Döbling <919>",10
80 bis 84 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 20.Bezirk, Brigittenau <920>",1
80 bis 84 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 21.Bezirk, Floridsdorf <921>",2
80 bis 84 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 22.Bezirk, Donaustadt <922>",3
80 bis 84 Jahre,2025,"Wien 17.Bezirk, Hernals <917>","Wien 23.Bezirk, Liesing <923>",-
80 bis 84 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 1.Bezirk, Innere Stadt <901>",-
80 bis 84 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 2.Bezirk, Leopoldstadt <902>",1
80 bis 84 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 3.Bezirk, Landstraße <903>",5
80 bis 84 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 4.Bezirk, Wieden <904>",1
80 bis 84 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 5.Bezirk, Margareten <905>",2
80 bis 84 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 6.Bezirk, Mariahilf <906>",-
80 bis 84 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 7.Bezirk, Neubau <907>",-
80 bis 84 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 8.Bezirk, Josefstadt <908>",-
80 bis 84 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 9.Bezirk, Alsergrund <909>",-
80 bis 84 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 10.Bezirk, Favoriten <910>",4
80 bis 84 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 11.Bezirk, Simmering <911>",-
80 bis 84 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 12.Bezirk, Meidling <912>",1
80 bis 84 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 13.Bezirk, Hietzing <913>",3
80 bis 84 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 14.Bezirk, Penzing <914>",2
80 bis 84 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",3
80 bis 84 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 16.Bezirk, Ottakring <916>",2
80 bis 84 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 17.Bezirk, Hernals <917>",2
80 bis 84 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 18.Bezirk, Währing <918>",8
80 bis 84 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 19.Bezirk, Döbling <919>",6
80 bis 84 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 20.Bezirk, Brigittenau <920>",1
80 bis 84 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 21.Bezirk, Floridsdorf <921>",1
80 bis 84 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 22.Bezirk, Donaustadt <922>",-
80 bis 84 Jahre,2025,"Wien 18.Bezirk, Währing <918>","Wien 23.Bezirk, Liesing <923>",1
80 bis 84 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 1.Bezirk, Innere Stadt <901>",-
80 bis 84 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 2.Bezirk, Leopoldstadt <902>",2
80 bis 84 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 3.Bezirk, Landstraße <903>",-
80 bis 84 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 4.Bezirk, Wieden <904>",-
80 bis 84 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 5.Bezirk, Margareten <905>",1
80 bis 84 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 6.Bezirk, Mariahilf <906>",-
80 bis 84 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 7.Bezirk, Neubau <907>",2
80 bis 84 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 8.Bezirk, Josefstadt <908>",-
80 bis 84 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 9.Bezirk, Alsergrund <909>",1
80 bis 84 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 10.Bezirk, Favoriten <910>",2
80 bis 84 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 11.Bezirk, Simmering <911>",-
80 bis 84 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 12.Bezirk, Meidling <912>",2
80 bis 84 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 13.Bezirk, Hietzing <913>",3
80 bis 84 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 14.Bezirk, Penzing <914>",3
80 bis 84 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",2
80 bis 84 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 16.Bezirk, Ottakring <916>",-
80 bis 84 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 17.Bezirk, Hernals <917>",2
80 bis 84 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 18.Bezirk, Währing <918>",6
80 bis 84 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 19.Bezirk, Döbling <919>",49
80 bis 84 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 20.Bezirk, Brigittenau <920>",2
80 bis 84 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 21.Bezirk, Floridsdorf <921>",1
80 bis 84 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 22.Bezirk, Donaustadt <922>",3
80 bis 84 Jahre,2025,"Wien 19.Bezirk, Döbling <919>","Wien 23.Bezirk, Liesing <923>",4
80 bis 84 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 1.Bezirk, Innere Stadt <901>",-
80 bis 84 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 2.Bezirk, Leopoldstadt <902>",8
80 bis 84 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 3.Bezirk, Landstraße <903>",2
80 bis 84 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 4.Bezirk, Wieden <904>",-
80 bis 84 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 5.Bezirk, Margareten <905>",-
80 bis 84 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 6.Bezirk, Mariahilf <906>",1
80 bis 84 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 7.Bezirk, Neubau <907>",-
80 bis 84 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 8.Bezirk, Josefstadt <908>",-
80 bis 84 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 9.Bezirk, Alsergrund <909>",-
80 bis 84 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 10.Bezirk, Favoriten <910>",1
80 bis 84 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 11.Bezirk, Simmering <911>",1
80 bis 84 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 12.Bezirk, Meidling <912>",3
80 bis 84 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 13.Bezirk, Hietzing <913>",-
80 bis 84 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 14.Bezirk, Penzing <914>",3
80 bis 84 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",1
80 bis 84 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 16.Bezirk, Ottakring <916>",1
80 bis 84 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 17.Bezirk, Hernals <917>",-
80 bis 84 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 18.Bezirk, Währing <918>",2
80 bis 84 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 19.Bezirk, Döbling <919>",10
80 bis 84 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 20.Bezirk, Brigittenau <920>",15
80 bis 84 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 21.Bezirk, Floridsdorf <921>",6
80 bis 84 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 22.Bezirk, Donaustadt <922>",5
80 bis 84 Jahre,2025,"Wien 20.Bezirk, Brigittenau <920>","Wien 23.Bezirk, Liesing <923>",2
80 bis 84 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 1.Bezirk, Innere Stadt <901>",-
80 bis 84 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 2.Bezirk, Leopoldstadt <902>",10
80 bis 84 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 3.Bezirk, Landstraße <903>",4
80 bis 84 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 4.Bezirk, Wieden <904>",-
80 bis 84 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 5.Bezirk, Margareten <905>",-
80 bis 84 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 6.Bezirk, Mariahilf <906>",1
80 bis 84 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 7.Bezirk, Neubau <907>",-
80 bis 84 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 8.Bezirk, Josefstadt <908>",-
80 bis 84 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 9.Bezirk, Alsergrund <909>",3
80 bis 84 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 10.Bezirk, Favoriten <910>",6
80 bis 84 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 11.Bezirk, Simmering <911>",3
80 bis 84 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 12.Bezirk, Meidling <912>",2
80 bis 84 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 13.Bezirk, Hietzing <913>",4
80 bis 84 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 14.Bezirk, Penzing <914>",3
80 bis 84 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",3
80 bis 84 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 16.Bezirk, Ottakring <916>",3
80 bis 84 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 17.Bezirk, Hernals <917>",1
80 bis 84 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 18.Bezirk, Währing <918>",4
80 bis 84 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 19.Bezirk, Döbling <919>",12
80 bis 84 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 20.Bezirk, Brigittenau <920>",5
80 bis 84 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 21.Bezirk, Floridsdorf <921>",51
80 bis 84 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 22.Bezirk, Donaustadt <922>",24
80 bis 84 Jahre,2025,"Wien 21.Bezirk, Floridsdorf <921>","Wien 23.Bezirk, Liesing <923>",5
80 bis 84 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 1.Bezirk, Innere Stadt <901>",1
80 bis 84 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 2.Bezirk, Leopoldstadt <902>",10
80 bis 84 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 3.Bezirk, Landstraße <903>",2
80 bis 84 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 4.Bezirk, Wieden <904>",2
80 bis 84 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 5.Bezirk, Margareten <905>",1
80 bis 84 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 6.Bezirk, Mariahilf <906>",1
80 bis 84 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 7.Bezirk, Neubau <907>",1
80 bis 84 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 8.Bezirk, Josefstadt <908>",1
80 bis 84 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 9.Bezirk, Alsergrund <909>",1
80 bis 84 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 10.Bezirk, Favoriten <910>",10
80 bis 84 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 11.Bezirk, Simmering <911>",2
80 bis 84 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 12.Bezirk, Meidling <912>",5
80 bis 84 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 13.Bezirk, Hietzing <913>",4
80 bis 84 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 14.Bezirk, Penzing <914>",3
80 bis 84 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",3
80 bis 84 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 16.Bezirk, Ottakring <916>",-
80 bis 84 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 17.Bezirk, Hernals <917>",2
80 bis 84 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 18.Bezirk, Währing <918>",1
80 bis 84 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 19.Bezirk, Döbling <919>",7
80 bis 84 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 20.Bezirk, Brigittenau <920>",7
80 bis 84 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 21.Bezirk, Floridsdorf <921>",14
80 bis 84 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 22.Bezirk, Donaustadt <922>",47
80 bis 84 Jahre,2025,"Wien 22.Bezirk, Donaustadt <922>","Wien 23.Bezirk, Liesing <923>",5
80 bis 84 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 1.Bezirk, Innere Stadt <901>",-
80 bis 84 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 2.Bezirk, Leopoldstadt <902>",2
80 bis 84 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 3.Bezirk, Landstraße <903>",3
80 bis 84 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 4.Bezirk, Wieden <904>",-
80 bis 84 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 5.Bezirk, Margareten <905>",-
80 bis 84 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 6.Bezirk, Mariahilf <906>",2
80 bis 84 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 7.Bezirk, Neubau <907>",1
80 bis 84 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 8.Bezirk, Josefstadt <908>",-
80 bis 84 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 9.Bezirk, Alsergrund <909>",-
80 bis 84 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 10.Bezirk, Favoriten <910>",10
80 bis 84 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 11.Bezirk, Simmering <911>",2
80 bis 84 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 12.Bezirk, Meidling <912>",6
80 bis 84 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 13.Bezirk, Hietzing <913>",12
80 bis 84 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 14.Bezirk, Penzing <914>",-
80 bis 84 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",3
80 bis 84 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 16.Bezirk, Ottakring <916>",1
80 bis 84 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 17.Bezirk, Hernals <917>",2
80 bis 84 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 18.Bezirk, Währing <918>",3
80 bis 84 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 19.Bezirk, Döbling <919>",4
80 bis 84 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 20.Bezirk, Brigittenau <920>",1
80 bis 84 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 21.Bezirk, Floridsdorf <921>",-
80 bis 84 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 22.Bezirk, Donaustadt <922>",4
80 bis 84 Jahre,2025,"Wien 23.Bezirk, Liesing <923>","Wien 23.Bezirk, Liesing <923>",49
85 bis 89 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 1.Bezirk, Innere Stadt <901>",2
85 bis 89 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 2.Bezirk, Leopoldstadt <902>",1
85 bis 89 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 3.Bezirk, Landstraße <903>",1
85 bis 89 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 4.Bezirk, Wieden <904>",-
85 bis 89 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 5.Bezirk, Margareten <905>",-
85 bis 89 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 6.Bezirk, Mariahilf <906>",1
85 bis 89 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 7.Bezirk, Neubau <907>",-
85 bis 89 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 8.Bezirk, Josefstadt <908>",-
85 bis 89 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 9.Bezirk, Alsergrund <909>",-
85 bis 89 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 10.Bezirk, Favoriten <910>",-
85 bis 89 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 11.Bezirk, Simmering <911>",-
85 bis 89 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 12.Bezirk, Meidling <912>",-
85 bis 89 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 13.Bezirk, Hietzing <913>",-
85 bis 89 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 14.Bezirk, Penzing <914>",1
85 bis 89 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",-
85 bis 89 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 16.Bezirk, Ottakring <916>",-
85 bis 89 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 17.Bezirk, Hernals <917>",-
85 bis 89 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 18.Bezirk, Währing <918>",1
85 bis 89 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 19.Bezirk, Döbling <919>",2
85 bis 89 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 20.Bezirk, Brigittenau <920>",-
85 bis 89 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 21.Bezirk, Floridsdorf <921>",-
85 bis 89 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 22.Bezirk, Donaustadt <922>",1
85 bis 89 Jahre,2025,"Wien 1.Bezirk, Innere Stadt <901>","Wien 23.Bezirk, Liesing <923>",-
85 bis 89 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 1.Bezirk, Innere Stadt <901>",-
85 bis 89 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 2.Bezirk, Leopoldstadt <902>",12
85 bis 89 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 3.Bezirk, Landstraße <903>",2
85 bis 89 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 4.Bezirk, Wieden <904>",-
85 bis 89 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 5.Bezirk, Margareten <905>",-
85 bis 89 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 6.Bezirk, Mariahilf <906>",-
85 bis 89 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 7.Bezirk, Neubau <907>",-
85 bis 89 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 8.Bezirk, Josefstadt <908>",1
85 bis 89 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 9.Bezirk, Alsergrund <909>",3
85 bis 89 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 10.Bezirk, Favoriten <910>",4
85 bis 89 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 11.Bezirk, Simmering <911>",1
85 bis 89 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 12.Bezirk, Meidling <912>",4
85 bis 89 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 13.Bezirk, Hietzing <913>",2
85 bis 89 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 14.Bezirk, Penzing <914>",1
85 bis 89 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 15.Bezirk, Rudolfsheim-Fünfhaus <915>",3
85 bis 89 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 16.Bezirk, Ottakring <916>",2
85 bis 89 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 17.Bezirk, Hernals <917>",-
85 bis 89 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 18.Bezirk, Währing <918>",-
85 bis 89 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 19.Bezirk, Döbling <919>",3
85 bis 89 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 20.Bezirk, Brigittenau <920>",1
85 bis 89 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 21.Bezirk, Floridsdorf <921>",2
85 bis 89 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 22.Bezirk, Donaustadt <922>",8
85 bis 89 Jahre,2025,"Wien 2.Bezirk, Leopoldstadt <902>","Wien 23.Bezirk, Liesing <923>",-
85 bis 89 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 1.Bezirk, Innere Stadt <901>",1
85 bis 89 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 2.Bezirk, Leopoldstadt <902>",2
85 bis 89 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 3.Bezirk, Landstraße <903>",22
85 bis 89 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 4.Bezirk, Wieden <904>",1
85 bis 89 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 5.Bezirk, Margareten <905>",-
85 bis 89 Jahre,2025,"Wien 3.Bezirk, Landstraße <903>","Wien 6.Bezirk, Mariahilf <906>",1
